SucursalId,NombreSucursal,Direccion,LocalidadId,ProvinciaId,CodigoPostal,EstadoSucursalId,Email,Telefono,FechaApertura,Latitud,Longitud,CreatedAt,UpdatedAt,IsDeleted
326,Sucursal CÓR-0326,Calle 376,16,2,7381,1,sucursal326@empresa.local,+54 789 224052,2025-03-19,-36.8853,-60.171545,2025-03-19,2025-08-27,0
327,Sucursal MEN-0327,Calle 1289,29,4,6860,1,sucursal327@empresa.local,+54 614 211291,2025-08-22,-44.725229,-59.282427,2025-08-22,2025-09-14,0
328,Sucursal MEN-0328,Calle 6573,28,4,1504,1,sucursal328@empresa.local,+54 585 263917,2025-03-24,-36.929032,-70.272371,2025-03-24,2025-10-05,0
329,Sucursal CÓR-0329,Calle 2460,17,2,5883,3,sucursal329@empresa.local,+54 793 933635,2025-07-12,-26.251553,-60.041188,2025-07-12,2025-12-10,0
330,Sucursal CAB-0330,Calle 2119,115,24,1684,1,sucursal330@empresa.local,+54 105 700538,2026-06-14,-34.907044,-62.256959,2026-06-14,2026-06-18,0
331,Sucursal CAB-0331,Calle 3569,114,24,7760,1,sucursal331@empresa.local,+54 761 992819,2026-02-05,-37.598314,-69.780913,2026-02-05,2026-05-04,0
332,Sucursal BUE-0332,Calle 3071,9,1,1891,3,sucursal332@empresa.local,+54 971 887524,2024-07-17,-24.164164,-53.113739,2024-07-17,2024-11-11,0
333,Sucursal CÓR-0333,Calle 4207,20,2,2608,1,sucursal333@empresa.local,+54 302 860835,2024-10-24,-35.420939,-53.969202,2024-10-24,2024-12-31,0
334,Sucursal CÓR-0334,Calle 4771,15,2,2143,1,sucursal334@empresa.local,+54 298 433222,2024-08-28,-38.452441,-66.433078,2024-08-28,2024-12-08,0
335,Sucursal MEN-0335,Calle 9387,33,4,6971,1,sucursal335@empresa.local,+54 927 431699,2024-06-05,-23.322914,-69.62721,2024-06-05,2026-01-05,0
336,Sucursal CÓR-0336,Calle 7245,13,2,5533,3,sucursal336@empresa.local,+54 960 476948,2025-12-30,-49.702213,-58.340544,2025-12-30,2026-06-12,0
337,Sucursal SAN-0337,Calle 8078,106,22,2783,1,sucursal337@empresa.local,+54 279 776909,2025-01-02,-34.587915,-56.16414,2025-01-02,2025-11-10,0
338,Sucursal LA -0338,Calle 4412,99,21,2252,1,sucursal338@empresa.local,+54 844 179062,2025-07-05,-25.452634,-56.008255,2025-07-05,2025-10-13,0
339,Sucursal MEN-0339,Calle 9767,30,4,4485,3,sucursal339@empresa.local,+54 137 678388,2025-08-15,-45.660278,-55.120281,2025-08-15,2026-03-10,0
340,Sucursal SAN-0340,Calle 6530,24,3,4658,1,sucursal340@empresa.local,+54 890 718241,2024-06-01,-30.536742,-67.180017,2024-06-01,2025-06-10,0
341,Sucursal CÓR-0341,Calle 8327,20,2,1173,1,sucursal341@empresa.local,+54 778 350484,2025-02-10,-26.864581,-56.869199,2025-02-10,2025-08-15,0
342,Sucursal MEN-0342,Calle 7410,29,4,3608,1,sucursal342@empresa.local,+54 283 693868,2025-06-10,-23.641221,-59.811734,2025-06-10,2025-08-20,0
343,Sucursal CAB-0343,Calle 762,115,24,4585,1,sucursal343@empresa.local,+54 879 611329,2025-05-10,-46.584003,-67.712858,2025-05-10,2025-11-09,0
344,Sucursal BUE-0344,Calle 6458,10,1,8695,1,sucursal344@empresa.local,+54 565 148693,2025-06-14,-52.72305,-60.029505,2025-06-14,2025-12-15,0
345,Sucursal BUE-0345,Calle 4414,5,1,9918,2,sucursal345@empresa.local,+54 683 282294,2025-10-10,-41.946894,-65.42963,2025-10-10,2026-02-27,0
346,Sucursal CAB-0346,Calle 3751,111,24,9460,1,sucursal346@empresa.local,+54 515 470040,2024-09-14,-27.848424,-66.099354,2024-09-14,2025-10-04,0
347,Sucursal NEU-0347,Calle 2376,75,15,8207,2,sucursal347@empresa.local,+54 269 341162,2024-01-07,-51.533177,-60.13046,2024-01-07,2025-06-03,1
348,Sucursal BUE-0348,Calle 3873,8,1,7793,1,sucursal348@empresa.local,+54 930 446265,2026-01-04,-30.951819,-63.369667,2026-01-04,2026-02-03,0
349,Sucursal CÓR-0349,Calle 6832,20,2,1367,1,sucursal349@empresa.local,+54 349 145240,2024-06-14,-49.907676,-61.153047,2024-06-14,2026-04-07,0
350,Sucursal BUE-0350,Calle 1016,6,1,3725,1,sucursal350@empresa.local,+54 364 288783,2025-08-09,-37.467498,-64.890874,2025-08-09,2025-10-23,0
351,Sucursal CAB-0351,Calle 4744,116,24,2404,1,sucursal351@empresa.local,+54 321 571023,2026-06-18,-34.591171,-63.571731,2026-06-18,2026-06-29,0
352,Sucursal SAN-0352,Calle 2438,21,3,3979,1,sucursal352@empresa.local,+54 738 791691,2025-02-24,-37.654243,-69.645566,2025-02-24,2025-12-28,0
353,Sucursal TUC-0353,Calle 3865,38,5,7196,2,sucursal353@empresa.local,+54 494 238635,2025-09-02,-50.525756,-68.953029,2025-09-02,2025-10-07,0
354,Sucursal SAN-0354,Calle 1677,22,3,3906,1,sucursal354@empresa.local,+54 587 744610,2024-06-02,-34.805959,-55.444947,2024-06-02,2026-02-12,0
355,Sucursal SAN-0355,Calle 2235,24,3,9835,1,sucursal355@empresa.local,+54 947 101258,2024-04-05,-25.296994,-57.502592,2024-04-05,2025-08-11,0
356,Sucursal MEN-0356,Calle 8780,32,4,8028,1,sucursal356@empresa.local,+54 334 941272,2025-01-14,-38.57205,-57.626567,2025-01-14,2025-02-27,0
357,Sucursal CÓR-0357,Calle 7071,15,2,3193,3,sucursal357@empresa.local,+54 360 600318,2026-02-18,-29.492516,-54.798293,2026-02-18,2026-03-15,0
358,Sucursal BUE-0358,Calle 4323,4,1,4096,1,sucursal358@empresa.local,+54 105 843596,2025-07-10,-30.203338,-72.857718,2025-07-10,2026-02-04,0
359,Sucursal SAN-0359,Calle 5275,23,3,7698,1,sucursal359@empresa.local,+54 470 211760,2025-01-19,-49.047085,-59.968481,2025-01-19,2025-08-17,0
360,Sucursal BUE-0360,Calle 6090,10,1,5514,3,sucursal360@empresa.local,+54 796 516760,2025-03-09,-29.840899,-64.735437,2025-03-09,2025-12-23,0
361,Sucursal RÍO-0361,Calle 4257,72,14,6024,1,sucursal361@empresa.local,+54 691 461083,2025-01-14,-29.225777,-65.037405,2025-01-14,2026-05-24,0
362,Sucursal BUE-0362,Calle 3864,6,1,8317,3,sucursal362@empresa.local,+54 901 833281,2024-05-01,-23.624154,-70.994428,2024-05-01,2026-06-05,0
363,Sucursal SAN-0363,Calle 952,22,3,3633,3,sucursal363@empresa.local,+54 498 766764,2026-03-31,-53.8307,-71.178228,2026-03-31,2026-06-09,0
364,Sucursal BUE-0364,Calle 1149,6,1,5310,2,sucursal364@empresa.local,+54 327 488848,2025-03-21,-51.438728,-72.244893,2025-03-21,2025-05-05,1
365,Sucursal CAB-0365,Calle 9888,116,24,1941,1,sucursal365@empresa.local,+54 892 960072,2025-06-17,-48.391324,-63.112632,2025-06-17,2025-11-10,0
366,Sucursal BUE-0366,Calle 4785,1,1,4190,3,sucursal366@empresa.local,+54 134 922041,2026-04-03,-34.815523,-62.683727,2026-04-03,2026-06-08,0
367,Sucursal BUE-0367,Calle 4019,10,1,1004,1,sucursal367@empresa.local,+54 261 191061,2024-02-06,-22.101851,-57.406542,2024-02-06,2025-02-08,0
368,Sucursal CÓR-0368,Calle 8582,15,2,1251,1,sucursal368@empresa.local,+54 854 837801,2025-08-23,-51.80425,-71.196683,2025-08-23,2025-12-03,0
369,Sucursal CÓR-0369,Calle 5793,12,2,5530,3,sucursal369@empresa.local,+54 331 735818,2025-08-19,-23.182172,-63.90482,2025-08-19,2026-02-13,0
370,Sucursal CÓR-0370,Calle 8394,17,2,2744,1,sucursal370@empresa.local,+54 672 175902,2024-06-28,-37.898587,-66.200682,2024-06-28,2025-08-18,0
371,Sucursal BUE-0371,Calle 9519,5,1,5098,1,sucursal371@empresa.local,+54 810 564276,2024-09-20,-23.086225,-61.736628,2024-09-20,2026-03-24,0
372,Sucursal JUJ-0372,Calle 7648,67,13,1448,1,sucursal372@empresa.local,+54 593 221916,2026-03-05,-45.749768,-65.346535,2026-03-05,2026-05-02,0
373,Sucursal RÍO-0373,Calle 5272,74,14,7757,1,sucursal373@empresa.local,+54 461 641593,2025-12-19,-36.859139,-58.983629,2025-12-19,2026-02-15,0
374,Sucursal CÓR-0374,Calle 5703,11,2,2245,1,sucursal374@empresa.local,+54 667 287155,2025-02-12,-38.750225,-65.929241,2025-02-12,2026-01-22,0
375,Sucursal CAB-0375,Calle 8275,111,24,4271,1,sucursal375@empresa.local,+54 340 871153,2026-02-03,-46.254191,-67.691893,2026-02-03,2026-03-23,0
376,Sucursal BUE-0376,Calle 5933,10,1,3555,3,sucursal376@empresa.local,+54 897 211871,2026-05-06,-50.163888,-71.430249,2026-05-06,2026-06-14,0
377,Sucursal CAB-0377,Calle 8971,115,24,1692,1,sucursal377@empresa.local,+54 968 605719,2024-01-07,-42.121711,-66.691662,2024-01-07,2026-02-27,0
378,Sucursal CAB-0378,Calle 8141,111,24,3996,2,sucursal378@empresa.local,+54 882 635962,2025-08-11,-45.031468,-68.558144,2025-08-11,2025-12-29,0
379,Sucursal BUE-0379,Calle 633,3,1,9232,3,sucursal379@empresa.local,+54 455 512842,2025-05-04,-26.467196,-57.481921,2025-05-04,2026-02-04,0
380,Sucursal CÓR-0380,Calle 5271,20,2,1137,1,sucursal380@empresa.local,+54 112 806848,2025-06-14,-47.255924,-61.379836,2025-06-14,2026-02-04,0
381,Sucursal CÓR-0381,Calle 9087,14,2,5306,1,sucursal381@empresa.local,+54 342 382495,2024-09-22,-38.916948,-60.738319,2024-09-22,2025-04-01,0
382,Sucursal CÓR-0382,Calle 6199,15,2,6981,1,sucursal382@empresa.local,+54 974 520051,2024-08-03,-45.051855,-69.402215,2024-08-03,2025-10-06,0
383,Sucursal BUE-0383,Calle 4522,6,1,4863,1,sucursal383@empresa.local,+54 668 553214,2024-08-22,-26.59812,-69.078736,2024-08-22,2024-12-02,0
384,Sucursal NEU-0384,Calle 259,78,15,3893,1,sucursal384@empresa.local,+54 531 623866,2025-04-29,-49.696906,-55.134592,2025-04-29,2026-06-15,0
385,Sucursal MEN-0385,Calle 5015,30,4,5111,1,sucursal385@empresa.local,+54 675 695417,2024-11-19,-52.473302,-71.020504,2024-11-19,2026-04-01,0
386,Sucursal BUE-0386,Calle 1677,7,1,8370,1,sucursal386@empresa.local,+54 862 450912,2024-09-17,-45.687388,-65.793868,2024-09-17,2026-01-17,0
387,Sucursal SAN-0387,Calle 6846,25,3,2986,3,sucursal387@empresa.local,+54 459 812597,2024-12-18,-23.18027,-69.020838,2024-12-18,2025-01-07,0
388,Sucursal SAN-0388,Calle 5918,26,3,6326,1,sucursal388@empresa.local,+54 789 635239,2024-06-27,-38.4002,-58.269477,2024-06-27,2025-04-14,0
389,Sucursal TIE-0389,Calle 2473,110,23,3745,1,sucursal389@empresa.local,+54 755 946952,2024-10-20,-24.285867,-64.56367,2024-10-20,2026-02-06,0
390,Sucursal MEN-0390,Calle 2754,29,4,6629,1,sucursal390@empresa.local,+54 333 428709,2024-03-14,-43.859896,-67.172873,2024-03-14,2024-06-03,0
391,Sucursal CÓR-0391,Calle 6050,11,2,9535,1,sucursal391@empresa.local,+54 561 534098,2024-10-04,-48.645821,-55.915763,2024-10-04,2026-01-02,0
392,Sucursal BUE-0392,Calle 3550,5,1,3734,1,sucursal392@empresa.local,+54 506 208013,2024-09-14,-50.942281,-54.264127,2024-09-14,2024-12-04,0
393,Sucursal CÓR-0393,Calle 8684,20,2,2363,1,sucursal393@empresa.local,+54 206 375201,2026-02-28,-34.220731,-71.313775,2026-02-28,2026-04-19,0
394,Sucursal CAB-0394,Calle 4755,113,24,8260,1,sucursal394@empresa.local,+54 741 232552,2024-08-22,-49.799132,-56.229644,2024-08-22,2025-05-02,0
395,Sucursal BUE-0395,Calle 5428,2,1,8801,1,sucursal395@empresa.local,+54 578 666843,2026-05-31,-24.084558,-62.029095,2026-05-31,2026-06-29,0
396,Sucursal BUE-0396,Calle 9780,6,1,8480,2,sucursal396@empresa.local,+54 746 885290,2025-07-06,-33.652764,-61.72031,2025-07-06,2025-10-04,0
397,Sucursal MEN-0397,Calle 8941,31,4,4721,1,sucursal397@empresa.local,+54 924 193904,2024-12-21,-39.86047,-65.684334,2024-12-21,2026-04-28,0
398,Sucursal CÓR-0398,Calle 2333,11,2,6634,1,sucursal398@empresa.local,+54 393 591989,2024-01-01,-36.876836,-59.244601,2024-01-01,2025-06-19,0
399,Sucursal SAN-0399,Calle 7152,21,3,5799,1,sucursal399@empresa.local,+54 711 342446,2024-11-02,-28.503444,-62.035756,2024-11-02,2024-11-11,0
400,Sucursal BUE-0400,Calle 4194,8,1,3675,2,sucursal400@empresa.local,+54 832 872924,2025-03-23,-33.328294,-56.431463,2025-03-23,2025-10-11,1
401,Sucursal BUE-0401,Calle 4554,4,1,5664,1,sucursal401@empresa.local,+54 764 879015,2025-06-13,-36.977783,-67.62356,2025-06-13,2026-04-22,0
402,Sucursal BUE-0402,Calle 1908,8,1,8460,1,sucursal402@empresa.local,+54 732 574760,2024-05-19,-45.291708,-60.544924,2024-05-19,2025-03-11,0
403,Sucursal BUE-0403,Calle 462,8,1,4046,1,sucursal403@empresa.local,+54 204 395818,2024-02-20,-45.385756,-58.696081,2024-02-20,2025-08-20,0
404,Sucursal CHA-0404,Calle 8186,52,9,4558,1,sucursal404@empresa.local,+54 450 540656,2024-06-03,-44.029546,-57.010753,2024-06-03,2024-06-18,0
405,Sucursal CAB-0405,Calle 5510,117,24,2314,1,sucursal405@empresa.local,+54 963 887029,2026-03-21,-23.547391,-71.879233,2026-03-21,2026-03-25,0
406,Sucursal JUJ-0406,Calle 3248,69,13,5097,1,sucursal406@empresa.local,+54 936 500112,2025-04-26,-27.495934,-70.560769,2025-04-26,2025-07-27,0
407,Sucursal JUJ-0407,Calle 4149,67,13,1549,1,sucursal407@empresa.local,+54 303 583220,2026-02-28,-30.469671,-71.120794,2026-02-28,2026-04-25,0
408,Sucursal MEN-0408,Calle 5393,34,4,3598,1,sucursal408@empresa.local,+54 744 863611,2025-02-02,-52.650051,-54.251582,2025-02-02,2025-12-18,0
409,Sucursal SAN-0409,Calle 3355,23,3,6905,1,sucursal409@empresa.local,+54 153 799080,2025-10-15,-47.030776,-70.741431,2025-10-15,2026-03-16,0
410,Sucursal MEN-0410,Calle 9679,31,4,2960,1,sucursal410@empresa.local,+54 505 927477,2024-06-20,-46.221141,-53.623301,2024-06-20,2025-03-29,0
411,Sucursal SAN-0411,Calle 2639,26,3,7084,1,sucursal411@empresa.local,+54 889 193826,2025-12-05,-46.040888,-63.001616,2025-12-05,2026-05-06,0
412,Sucursal TUC-0412,Calle 1079,38,5,6824,1,sucursal412@empresa.local,+54 760 261395,2026-02-16,-31.5575,-57.170675,2026-02-16,2026-03-03,0
413,Sucursal BUE-0413,Calle 5790,5,1,8187,1,sucursal413@empresa.local,+54 850 302338,2025-07-25,-53.316709,-65.444621,2025-07-25,2026-06-20,0
414,Sucursal CHA-0414,Calle 7268,51,9,5828,1,sucursal414@empresa.local,+54 655 830897,2024-02-10,-38.317056,-61.665965,2024-02-10,2025-06-20,0
415,Sucursal SAN-0415,Calle 9908,24,3,3627,1,sucursal415@empresa.local,+54 170 656937,2025-04-24,-49.039185,-67.086547,2025-04-24,2025-09-11,0
416,Sucursal CÓR-0416,Calle 8389,11,2,7210,1,sucursal416@empresa.local,+54 851 294546,2024-01-01,-25.746164,-60.605308,2024-01-01,2026-03-05,0
417,Sucursal CÓR-0417,Calle 8930,15,2,7348,1,sucursal417@empresa.local,+54 294 649526,2024-11-24,-32.136826,-57.685318,2024-11-24,2025-01-27,0
418,Sucursal BUE-0418,Calle 5376,7,1,2809,1,sucursal418@empresa.local,+54 198 648615,2025-02-23,-32.915487,-72.124455,2025-02-23,2026-01-17,0
419,Sucursal CAB-0419,Calle 1853,113,24,8952,1,sucursal419@empresa.local,+54 296 203550,2024-02-02,-52.981851,-60.164967,2024-02-02,2024-08-26,0
420,Sucursal CÓR-0420,Calle 904,16,2,7002,1,sucursal420@empresa.local,+54 326 735388,2025-09-30,-31.028954,-72.738278,2025-09-30,2026-02-08,0
421,Sucursal CAB-0421,Calle 7768,112,24,1994,1,sucursal421@empresa.local,+54 469 685126,2026-06-30,-30.208722,-55.191388,2026-06-30,2026-06-30,0
422,Sucursal CHU-0422,Calle 4455,86,17,9667,3,sucursal422@empresa.local,+54 141 869969,2024-02-29,-51.74758,-66.921909,2024-02-29,2026-06-21,0
423,Sucursal CAB-0423,Calle 3884,114,24,9710,2,sucursal423@empresa.local,+54 494 298663,2024-04-09,-47.820178,-59.86247,2024-04-09,2024-07-21,0
424,Sucursal CAB-0424,Calle 1828,114,24,6864,1,sucursal424@empresa.local,+54 790 581003,2025-07-25,-31.518387,-64.4585,2025-07-25,2026-02-22,0
425,Sucursal BUE-0425,Calle 8368,5,1,6529,3,sucursal425@empresa.local,+54 773 265860,2025-07-17,-36.915185,-61.001685,2025-07-17,2026-02-07,0
426,Sucursal CAB-0426,Calle 6190,113,24,7755,2,sucursal426@empresa.local,+54 882 764001,2025-07-17,-40.221182,-58.482646,2025-07-17,2025-12-30,0
427,Sucursal SAN-0427,Calle 5998,25,3,8412,1,sucursal427@empresa.local,+54 558 516379,2026-02-23,-53.99374,-72.306742,2026-02-23,2026-04-29,0
428,Sucursal CÓR-0428,Calle 207,12,2,5920,1,sucursal428@empresa.local,+54 327 325258,2024-05-18,-26.616946,-72.565973,2024-05-18,2025-03-23,0
429,Sucursal CHU-0429,Calle 8476,86,17,3534,1,sucursal429@empresa.local,+54 196 139569,2024-10-09,-39.268166,-69.877858,2024-10-09,2026-04-28,0
430,Sucursal CÓR-0430,Calle 4298,11,2,5920,2,sucursal430@empresa.local,+54 194 698199,2024-09-12,-41.206456,-54.642364,2024-09-12,2025-05-08,0
431,Sucursal CHA-0431,Calle 9540,51,9,2562,3,sucursal431@empresa.local,+54 709 773452,2024-06-26,-44.387416,-58.384213,2024-06-26,2025-11-07,0
432,Sucursal SAN-0432,Calle 5578,26,3,6700,1,sucursal432@empresa.local,+54 936 555401,2024-02-27,-40.671305,-55.643378,2024-02-27,2026-04-26,0
433,Sucursal SAN-0433,Calle 9968,103,22,1187,1,sucursal433@empresa.local,+54 749 915182,2025-10-30,-33.769804,-71.917441,2025-10-30,2026-06-04,0
434,Sucursal SAN-0434,Calle 5454,23,3,9231,1,sucursal434@empresa.local,+54 814 331522,2025-08-01,-49.097681,-59.527295,2025-08-01,2025-10-16,0
435,Sucursal CAB-0435,Calle 1575,117,24,4638,2,sucursal435@empresa.local,+54 542 403859,2026-02-09,-28.836214,-70.039752,2026-02-09,2026-06-18,1
436,Sucursal CÓR-0436,Calle 4401,20,2,2393,1,sucursal436@empresa.local,+54 508 626199,2025-07-15,-40.096284,-59.04259,2025-07-15,2026-02-04,0
437,Sucursal SAN-0437,Calle 6576,65,12,4212,1,sucursal437@empresa.local,+54 674 745919,2024-07-21,-22.093479,-62.515044,2024-07-21,2025-12-02,0
438,Sucursal BUE-0438,Calle 9537,10,1,2467,1,sucursal438@empresa.local,+54 215 804378,2025-03-16,-40.765374,-65.694647,2025-03-16,2025-08-28,0
439,Sucursal BUE-0439,Calle 5094,8,1,3773,1,sucursal439@empresa.local,+54 458 746154,2025-11-02,-27.70931,-56.94408,2025-11-02,2025-11-08,0
440,Sucursal MEN-0440,Calle 3371,30,4,7124,1,sucursal440@empresa.local,+54 259 894541,2026-04-17,-30.688424,-71.283711,2026-04-17,2026-05-16,0
441,Sucursal COR-0441,Calle 4813,57,10,1225,1,sucursal441@empresa.local,+54 451 827497,2025-09-27,-28.263015,-66.897639,2025-09-27,2025-12-11,0
442,Sucursal CÓR-0442,Calle 3571,20,2,4339,1,sucursal442@empresa.local,+54 659 648684,2026-01-27,-29.988635,-62.023999,2026-01-27,2026-06-13,0
443,Sucursal MEN-0443,Calle 401,30,4,7170,2,sucursal443@empresa.local,+54 696 795759,2025-12-12,-37.142429,-67.890873,2025-12-12,2026-06-08,1
444,Sucursal BUE-0444,Calle 7717,8,1,1136,1,sucursal444@empresa.local,+54 168 507523,2024-10-04,-32.86807,-59.740367,2024-10-04,2024-11-27,0
445,Sucursal CAB-0445,Calle 4892,112,24,7332,1,sucursal445@empresa.local,+54 336 499194,2024-04-20,-37.726709,-58.806224,2024-04-20,2024-05-09,0
446,Sucursal CAB-0446,Calle 1542,111,24,4054,1,sucursal446@empresa.local,+54 303 624970,2025-09-03,-23.062676,-61.786249,2025-09-03,2026-06-02,0
447,Sucursal MIS-0447,Calle 5565,47,8,9027,1,sucursal447@empresa.local,+54 502 880550,2025-06-26,-48.975832,-66.064402,2025-06-26,2025-11-29,0
448,Sucursal CÓR-0448,Calle 4619,15,2,2015,1,sucursal448@empresa.local,+54 740 370196,2024-08-29,-25.882327,-55.191958,2024-08-29,2026-01-24,0
449,Sucursal CHU-0449,Calle 3795,83,17,3485,1,sucursal449@empresa.local,+54 449 511929,2025-07-22,-32.978184,-71.2441,2025-07-22,2025-12-12,0
450,Sucursal CÓR-0450,Calle 6937,16,2,4938,2,sucursal450@empresa.local,+54 686 260169,2025-09-19,-40.35312,-66.752345,2025-09-19,2026-01-13,0
451,Sucursal CÓR-0451,Calle 9619,19,2,9869,1,sucursal451@empresa.local,+54 800 938970,2025-10-30,-47.526073,-70.237807,2025-10-30,2025-12-04,0
452,Sucursal ENT-0452,Calle 2478,39,6,3589,2,sucursal452@empresa.local,+54 425 171108,2024-05-18,-36.16511,-54.027969,2024-05-18,2025-08-01,1
453,Sucursal CÓR-0453,Calle 5321,13,2,7783,3,sucursal453@empresa.local,+54 521 418083,2026-01-14,-39.823856,-54.32463,2026-01-14,2026-01-21,0
454,Sucursal CAB-0454,Calle 3179,111,24,2749,2,sucursal454@empresa.local,+54 234 293720,2024-10-07,-53.161657,-53.280888,2024-10-07,2025-03-11,0
455,Sucursal MEN-0455,Calle 3883,28,4,1427,1,sucursal455@empresa.local,+54 467 183336,2025-09-02,-31.979479,-63.467956,2025-09-02,2025-12-29,0
456,Sucursal SAN-0456,Calle 6226,22,3,4014,1,sucursal456@empresa.local,+54 972 506281,2025-12-30,-38.273741,-70.249746,2025-12-30,2026-06-14,0
457,Sucursal BUE-0457,Calle 4521,8,1,7767,1,sucursal457@empresa.local,+54 327 878427,2026-02-21,-32.517149,-68.943328,2026-02-21,2026-02-24,0
458,Sucursal BUE-0458,Calle 8127,9,1,6323,1,sucursal458@empresa.local,+54 987 579770,2025-03-25,-25.597219,-64.448886,2025-03-25,2026-06-11,0
459,Sucursal JUJ-0459,Calle 5226,70,13,7457,1,sucursal459@empresa.local,+54 726 878533,2026-04-24,-35.698098,-62.276812,2026-04-24,2026-06-11,0
460,Sucursal MEN-0460,Calle 1891,31,4,8399,1,sucursal460@empresa.local,+54 567 967182,2024-02-09,-25.911457,-55.444401,2024-02-09,2025-07-26,0
461,Sucursal BUE-0461,Calle 9237,10,1,7347,1,sucursal461@empresa.local,+54 628 902328,2026-01-22,-33.819246,-72.014091,2026-01-22,2026-02-01,0
462,Sucursal CÓR-0462,Calle 7658,12,2,3727,1,sucursal462@empresa.local,+54 532 408721,2024-11-07,-34.379703,-71.909067,2024-11-07,2025-08-26,0
463,Sucursal SAN-0463,Calle 7500,23,3,2481,1,sucursal463@empresa.local,+54 839 624977,2026-04-29,-50.378509,-57.425377,2026-04-29,2026-06-09,0
464,Sucursal CAB-0464,Calle 6875,113,24,6299,1,sucursal464@empresa.local,+54 561 126122,2024-05-18,-48.275885,-61.19369,2024-05-18,2025-06-24,0
465,Sucursal MIS-0465,Calle 4197,47,8,6309,1,sucursal465@empresa.local,+54 808 780081,2025-04-10,-24.970801,-57.070276,2025-04-10,2025-05-26,0
466,Sucursal MIS-0466,Calle 7462,49,8,6946,1,sucursal466@empresa.local,+54 187 649262,2024-04-26,-31.367068,-58.462523,2024-04-26,2026-04-19,0
467,Sucursal CAB-0467,Calle 9116,116,24,7235,1,sucursal467@empresa.local,+54 144 905579,2024-06-12,-48.531681,-66.296137,2024-06-12,2025-07-04,0
468,Sucursal SAN-0468,Calle 3030,103,22,1840,3,sucursal468@empresa.local,+54 529 423026,2024-06-15,-44.095414,-57.627392,2024-06-15,2024-11-10,0
469,Sucursal CÓR-0469,Calle 3423,19,2,1057,1,sucursal469@empresa.local,+54 737 902575,2024-04-30,-45.900449,-63.827147,2024-04-30,2024-09-11,0
470,Sucursal LA -0470,Calle 8184,98,20,4897,1,sucursal470@empresa.local,+54 322 717466,2024-01-06,-32.89694,-63.92523,2024-01-06,2025-09-19,0
471,Sucursal CÓR-0471,Calle 9067,19,2,5556,1,sucursal471@empresa.local,+54 734 759172,2024-01-07,-36.158443,-56.49495,2024-01-07,2024-09-13,0
472,Sucursal BUE-0472,Calle 701,2,1,3381,1,sucursal472@empresa.local,+54 974 134007,2025-10-30,-32.656111,-56.239711,2025-10-30,2026-01-27,0
473,Sucursal CÓR-0473,Calle 6931,12,2,3920,2,sucursal473@empresa.local,+54 265 804737,2024-02-20,-44.899823,-59.781508,2024-02-20,2024-06-10,0
474,Sucursal SAN-0474,Calle 9585,26,3,6901,1,sucursal474@empresa.local,+54 136 197649,2025-04-11,-29.407617,-66.543563,2025-04-11,2026-04-29,0
475,Sucursal CAB-0475,Calle 9118,111,24,2063,3,sucursal475@empresa.local,+54 399 593687,2026-02-15,-49.694535,-59.107611,2026-02-15,2026-06-04,0
476,Sucursal CÓR-0476,Calle 3525,11,2,1953,1,sucursal476@empresa.local,+54 211 699121,2025-06-21,-30.648687,-60.420428,2025-06-21,2025-10-06,0
477,Sucursal CAB-0477,Calle 4805,117,24,7996,1,sucursal477@empresa.local,+54 723 988980,2025-12-06,-43.872366,-62.492175,2025-12-06,2026-05-09,0
478,Sucursal CAB-0478,Calle 9318,117,24,9132,1,sucursal478@empresa.local,+54 632 864605,2024-05-12,-33.780557,-63.149911,2024-05-12,2026-01-31,0
479,Sucursal BUE-0479,Calle 3271,8,1,1025,1,sucursal479@empresa.local,+54 221 125151,2025-12-26,-39.12366,-57.065349,2025-12-26,2026-03-10,0
480,Sucursal COR-0480,Calle 6883,56,10,1745,1,sucursal480@empresa.local,+54 441 466634,2025-09-22,-36.066704,-60.249929,2025-09-22,2026-04-22,0
481,Sucursal BUE-0481,Calle 1211,1,1,6042,1,sucursal481@empresa.local,+54 407 631302,2024-10-15,-36.400205,-57.659348,2024-10-15,2025-07-02,0
482,Sucursal BUE-0482,Calle 9421,5,1,1477,1,sucursal482@empresa.local,+54 952 284160,2025-02-09,-47.791501,-56.323494,2025-02-09,2026-02-14,0
483,Sucursal CAB-0483,Calle 682,112,24,3224,1,sucursal483@empresa.local,+54 593 262934,2025-04-30,-33.929584,-55.158833,2025-04-30,2026-06-12,0
484,Sucursal SAN-0484,Calle 6882,24,3,1917,1,sucursal484@empresa.local,+54 955 646384,2026-03-13,-44.421,-58.500717,2026-03-13,2026-06-25,0
485,Sucursal CÓR-0485,Calle 5534,13,2,6793,1,sucursal485@empresa.local,+54 167 256557,2024-08-01,-45.025279,-72.376537,2024-08-01,2026-03-15,0
486,Sucursal CAB-0486,Calle 9454,116,24,7382,1,sucursal486@empresa.local,+54 291 724103,2026-05-12,-50.260972,-57.353121,2026-05-12,2026-05-22,0
487,Sucursal CÓR-0487,Calle 4548,13,2,7780,3,sucursal487@empresa.local,+54 188 621199,2025-12-27,-25.934441,-65.568328,2025-12-27,2026-01-04,0
488,Sucursal SAN-0488,Calle 2967,89,18,2838,1,sucursal488@empresa.local,+54 483 923073,2025-06-21,-52.803359,-68.958032,2025-06-21,2025-11-22,0
